store_nbr,family,min,max,default_rank,comb,id,date,sales,onpromotion,city,state,store_type,cluster,transactions,local_holiday,regional_holiday,index,type,locale,locale_name,description,transferred,category,category_reg,national_holiday,holiday_true
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1284827,2014-12-24,269.26,1,Quito,Pichincha,D,13,2800.0,False,False,154.0,Additional,National,Ecuador,Navidad-1,False,good,Navidad,True,True
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1284829,2014-12-24,687.0,1,Quito,Pichincha,D,13,2800.0,False,False,154.0,Additional,National,Ecuador,Navidad-1,False,good,Navidad,True,True
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1286609,2014-12-26,337.603,0,Quito,Pichincha,D,13,1295.0,False,False,156.0,Bridge,National,Ecuador,Puente Navidad,False,good,Navidad,True,True
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1286609,2014-12-26,337.603,0,Quito,Pichincha,D,13,1295.0,False,False,157.0,Additional,National,Ecuador,Navidad+1,False,good,Navidad,True,True
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1286611,2014-12-26,949.0,0,Quito,Pichincha,D,13,1295.0,False,False,156.0,Bridge,National,Ecuador,Puente Navidad,False,good,Navidad,True,True
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1286611,2014-12-26,949.0,0,Quito,Pichincha,D,13,1295.0,False,False,157.0,Additional,National,Ecuador,Navidad+1,False,good,Navidad,True,True
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1288391,2014-12-27,249.518,1,Quito,Pichincha,D,13,1031.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1288393,2014-12-27,355.0,1,Quito,Pichincha,D,13,1031.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1290173,2014-12-28,71.359,0,Quito,Pichincha,D,13,398.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1290175,2014-12-28,169.0,0,Quito,Pichincha,D,13,398.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1291955,2014-12-29,310.796,3,Quito,Pichincha,D,13,1789.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1291957,2014-12-29,768.0,1,Quito,Pichincha,D,13,1789.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1293737,2014-12-30,285.52,1,Quito,Pichincha,D,13,2008.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1293739,2014-12-30,795.0,0,Quito,Pichincha,D,13,2008.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1295519,2014-12-31,302.657,0,Quito,Pichincha,D,13,2024.0,False,False,158.0,Additional,National,Ecuador,Primer dia del ano-1,False,good,Dia,True,True
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1295521,2014-12-31,571.0,1,Quito,Pichincha,D,13,2024.0,False,False,158.0,Additional,National,Ecuador,Primer dia del ano-1,False,good,Dia,True,True
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1297301,2015-01-01,0.0,0,Quito,Pichincha,D,13,,False,False,159.0,Holiday,National,Ecuador,Primer dia del ano,False,good,Dia,True,True
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1297303,2015-01-01,0.0,0,Quito,Pichincha,D,13,,False,False,159.0,Holiday,National,Ecuador,Primer dia del ano,False,good,Dia,True,True
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1299083,2015-01-02,285.628,1,Quito,Pichincha,D,13,1021.0,False,False,160.0,Bridge,National,Ecuador,Puente Primer dia del ano,False,good,Dia,True,True
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1299085,2015-01-02,501.0,1,Quito,Pichincha,D,13,1021.0,False,False,160.0,Bridge,National,Ecuador,Puente Primer dia del ano,False,good,Dia,True,True
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1300865,2015-01-03,289.563,1,Quito,Pichincha,D,13,1015.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1300867,2015-01-03,470.0,1,Quito,Pichincha,D,13,1015.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1302647,2015-01-04,151.744,1,Quito,Pichincha,D,13,484.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1302649,2015-01-04,312.0,1,Quito,Pichincha,D,13,484.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1304429,2015-01-05,457.543,2,Quito,Pichincha,D,13,1956.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1304431,2015-01-05,1047.0,2,Quito,Pichincha,D,13,1956.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1306211,2015-01-06,405.28,3,Quito,Pichincha,D,13,1890.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1306213,2015-01-06,831.0,1,Quito,Pichincha,D,13,1890.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1307993,2015-01-07,501.13,1,Quito,Pichincha,D,13,1989.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1307995,2015-01-07,999.0,0,Quito,Pichincha,D,13,1989.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1309775,2015-01-08,389.361,2,Quito,Pichincha,D,13,1837.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1309777,2015-01-08,741.0,1,Quito,Pichincha,D,13,1837.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1311557,2015-01-09,439.119,1,Quito,Pichincha,D,13,1925.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1311559,2015-01-09,1016.0,1,Quito,Pichincha,D,13,1925.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1313339,2015-01-10,432.188,2,Quito,Pichincha,D,13,1534.0,False,False,161.0,Work Day,National,Ecuador,Recupero Puente Primer dia del ano,False,good,Dia,True,True
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1313341,2015-01-10,712.0,2,Quito,Pichincha,D,13,1534.0,False,False,161.0,Work Day,National,Ecuador,Recupero Puente Primer dia del ano,False,good,Dia,True,True
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1315121,2015-01-11,151.029,1,Quito,Pichincha,D,13,507.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1315123,2015-01-11,295.0,1,Quito,Pichincha,D,13,507.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1316903,2015-01-12,422.903,2,Quito,Pichincha,D,13,1929.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1316905,2015-01-12,957.0,1,Quito,Pichincha,D,13,1929.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1318685,2015-01-13,464.513,3,Quito,Pichincha,D,13,1877.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1318687,2015-01-13,872.0,0,Quito,Pichincha,D,13,1877.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1320467,2015-01-14,452.648,3,Quito,Pichincha,D,13,1936.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1320469,2015-01-14,909.0,3,Quito,Pichincha,D,13,1936.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1322249,2015-01-15,353.2,2,Quito,Pichincha,D,13,1796.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1322251,2015-01-15,610.0,0,Quito,Pichincha,D,13,1796.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1324031,2015-01-16,384.802,5,Quito,Pichincha,D,13,1713.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1324033,2015-01-16,798.0,1,Quito,Pichincha,D,13,1713.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1325813,2015-01-17,481.397,2,Quito,Pichincha,D,13,1473.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1325815,2015-01-17,771.0,1,Quito,Pichincha,D,13,1473.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1327595,2015-01-18,175.462,1,Quito,Pichincha,D,13,517.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1327597,2015-01-18,270.0,0,Quito,Pichincha,D,13,517.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1329377,2015-01-19,460.135,2,Quito,Pichincha,D,13,1955.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1329379,2015-01-19,795.0,1,Quito,Pichincha,D,13,1955.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1331159,2015-01-20,419.132,3,Quito,Pichincha,D,13,1885.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1331161,2015-01-20,690.0,2,Quito,Pichincha,D,13,1885.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1332941,2015-01-21,477.892,3,Quito,Pichincha,D,13,1955.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1332943,2015-01-21,975.0,1,Quito,Pichincha,D,13,1955.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1334723,2015-01-22,411.924,3,Quito,Pichincha,D,13,1737.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1334725,2015-01-22,848.0,2,Quito,Pichincha,D,13,1737.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1336505,2015-01-23,420.603,2,Quito,Pichincha,D,13,1885.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1336507,2015-01-23,697.0,2,Quito,Pichincha,D,13,1885.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1338287,2015-01-24,359.594,1,Quito,Pichincha,D,13,1400.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1338289,2015-01-24,598.0,0,Quito,Pichincha,D,13,1400.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1340069,2015-01-25,166.704,1,Quito,Pichincha,D,13,516.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1340071,2015-01-25,231.0,0,Quito,Pichincha,D,13,516.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1341851,2015-01-26,482.473,1,Quito,Pichincha,D,13,1864.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1341853,2015-01-26,671.0,1,Quito,Pichincha,D,13,1864.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1343633,2015-01-27,392.022,3,Quito,Pichincha,D,13,1738.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1343635,2015-01-27,645.0,1,Quito,Pichincha,D,13,1738.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1345415,2015-01-28,460.473,2,Quito,Pichincha,D,13,1901.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1345417,2015-01-28,845.0,0,Quito,Pichincha,D,13,1901.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1347197,2015-01-29,431.509,0,Quito,Pichincha,D,13,1781.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1347199,2015-01-29,790.0,3,Quito,Pichincha,D,13,1781.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1348979,2015-01-30,459.697,0,Quito,Pichincha,D,13,1888.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1348981,2015-01-30,948.0,2,Quito,Pichincha,D,13,1888.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1350761,2015-01-31,370.466,0,Quito,Pichincha,D,13,1398.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1350763,2015-01-31,645.0,2,Quito,Pichincha,D,13,1398.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1352543,2015-02-01,174.935,0,Quito,Pichincha,D,13,502.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1352545,2015-02-01,274.0,1,Quito,Pichincha,D,13,502.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1354325,2015-02-02,390.193,3,Quito,Pichincha,D,13,1831.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1354327,2015-02-02,917.0,2,Quito,Pichincha,D,13,1831.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1356107,2015-02-03,427.011,0,Quito,Pichincha,D,13,1844.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1356109,2015-02-03,774.0,2,Quito,Pichincha,D,13,1844.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1357889,2015-02-04,379.659,0,Quito,Pichincha,D,13,1894.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1357891,2015-02-04,862.0,5,Quito,Pichincha,D,13,1894.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1359671,2015-02-05,384.659,1,Quito,Pichincha,D,13,1774.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1359673,2015-02-05,774.0,4,Quito,Pichincha,D,13,1774.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1361453,2015-02-06,389.029,1,Quito,Pichincha,D,13,1865.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1361455,2015-02-06,871.0,2,Quito,Pichincha,D,13,1865.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1363235,2015-02-07,345.173,0,Quito,Pichincha,D,13,1408.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1363237,2015-02-07,675.0,3,Quito,Pichincha,D,13,1408.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1365017,2015-02-08,168.892,0,Quito,Pichincha,D,13,490.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1365019,2015-02-08,273.0,3,Quito,Pichincha,D,13,490.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1366799,2015-02-09,374.354,0,Quito,Pichincha,D,13,1792.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1366801,2015-02-09,795.0,3,Quito,Pichincha,D,13,1792.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1368581,2015-02-10,406.623,0,Quito,Pichincha,D,13,1790.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1368583,2015-02-10,797.0,5,Quito,Pichincha,D,13,1790.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1370363,2015-02-11,383.372,1,Quito,Pichincha,D,13,1914.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1370365,2015-02-11,739.0,5,Quito,Pichincha,D,13,1914.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1372145,2015-02-12,396.43,0,Quito,Pichincha,D,13,1816.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1372147,2015-02-12,571.0,2,Quito,Pichincha,D,13,1816.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1373927,2015-02-13,347.637,0,Quito,Pichincha,D,13,2099.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1373929,2015-02-13,762.0,6,Quito,Pichincha,D,13,2099.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1375709,2015-02-14,362.009,0,Quito,Pichincha,D,13,1235.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1375711,2015-02-14,524.0,3,Quito,Pichincha,D,13,1235.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1377491,2015-02-15,106.43,0,Quito,Pichincha,D,13,378.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1377493,2015-02-15,185.0,2,Quito,Pichincha,D,13,378.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1379273,2015-02-16,100.164,0,Quito,Pichincha,D,13,449.0,False,False,162.0,Holiday,National,Ecuador,Carnaval,False,good,Carnaval,True,True
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1379275,2015-02-16,218.0,2,Quito,Pichincha,D,13,449.0,False,False,162.0,Holiday,National,Ecuador,Carnaval,False,good,Carnaval,True,True
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1381055,2015-02-17,108.341,1,Quito,Pichincha,D,13,486.0,False,False,163.0,Holiday,National,Ecuador,Carnaval,False,good,Carnaval,True,True
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1381057,2015-02-17,189.0,4,Quito,Pichincha,D,13,486.0,False,False,163.0,Holiday,National,Ecuador,Carnaval,False,good,Carnaval,True,True
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1382837,2015-02-18,473.045,0,Quito,Pichincha,D,13,1942.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1382839,2015-02-18,772.0,4,Quito,Pichincha,D,13,1942.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1384619,2015-02-19,386.796,0,Quito,Pichincha,D,13,1554.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1384621,2015-02-19,673.0,0,Quito,Pichincha,D,13,1554.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1386401,2015-02-20,467.733,1,Quito,Pichincha,D,13,1866.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1386403,2015-02-20,811.0,0,Quito,Pichincha,D,13,1866.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1388183,2015-02-21,389.07,2,Quito,Pichincha,D,13,1530.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1388185,2015-02-21,605.0,0,Quito,Pichincha,D,13,1530.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1389965,2015-02-22,178.742,0,Quito,Pichincha,D,13,524.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1389967,2015-02-22,235.0,0,Quito,Pichincha,D,13,524.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1391747,2015-02-23,402.621,0,Quito,Pichincha,D,13,1763.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1391749,2015-02-23,789.0,0,Quito,Pichincha,D,13,1763.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1393529,2015-02-24,417.455,1,Quito,Pichincha,D,13,1756.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1393531,2015-02-24,699.0,0,Quito,Pichincha,D,13,1756.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1395311,2015-02-25,443.868,0,Quito,Pichincha,D,13,1923.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1395313,2015-02-25,886.0,1,Quito,Pichincha,D,13,1923.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1397093,2015-02-26,315.603,1,Quito,Pichincha,D,13,1746.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1397095,2015-02-26,681.0,0,Quito,Pichincha,D,13,1746.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1398875,2015-02-27,374.563,1,Quito,Pichincha,D,13,1877.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1398877,2015-02-27,796.0,0,Quito,Pichincha,D,13,1877.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1400657,2015-02-28,464.114,0,Quito,Pichincha,D,13,1425.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1400659,2015-02-28,599.0,0,Quito,Pichincha,D,13,1425.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1402439,2015-03-01,166.753,0,Quito,Pichincha,D,13,522.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1402441,2015-03-01,318.0,1,Quito,Pichincha,D,13,522.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1404221,2015-03-02,400.372,0,Quito,Pichincha,D,13,1823.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1404223,2015-03-02,952.0,0,Quito,Pichincha,D,13,1823.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1406003,2015-03-03,423.029,2,Quito,Pichincha,D,13,1791.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1406005,2015-03-03,729.0,0,Quito,Pichincha,D,13,1791.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1407785,2015-03-04,486.453,3,Quito,Pichincha,D,13,1918.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1407787,2015-03-04,922.0,0,Quito,Pichincha,D,13,1918.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1409567,2015-03-05,307.713,1,Quito,Pichincha,D,13,1734.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1409569,2015-03-05,820.0,0,Quito,Pichincha,D,13,1734.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1411349,2015-03-06,376.917,0,Quito,Pichincha,D,13,1865.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1411351,2015-03-06,841.0,0,Quito,Pichincha,D,13,1865.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1413131,2015-03-07,396.496,0,Quito,Pichincha,D,13,1468.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1413133,2015-03-07,757.0,1,Quito,Pichincha,D,13,1468.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1414913,2015-03-08,137.522,0,Quito,Pichincha,D,13,506.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,1414915,2015-03-08,271.0,1,Quito,Pichincha,D,13,506.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,1416695,2015-03-09,425.836,1,Quito,Pichincha,D,13,1883.0,False,False,,,,,,,,,False,False
